Age,Annual_Income,Credit_Score,Loan_Amount,Loan_Duration_Years,Number_of_Open_Accounts,Had_Past_Default,Loan_Approval
61.0,178931.0,517.0,41160.0,6,9.0,0,1
44.0,134343.0,584.0,46697.0,28,8.0,1,1
27.0,80911.0,,26612.0,25,11.0,0,1
52.0,112885.0,582.0,27499.0,17,7.0,1,1
23.0,105121.0,488.0,34841.0,21,8.0,0,1
25.0,176218.0,416.0,18574.0,9,6.0,0,0
53.0,150023.0,443.0,41569.0,9,7.0,0,0
36.0,132397.0,446.0,34442.0,25,1.0,1,1
57.0,155491.0,667.0,28879.0,2,10.0,0,0
37.0,68980.0,569.0,37526.0,2,13.0,0,1
20.0,30060.0,312.0,34579.0,19,7.0,0,0
22.0,39832.0,795.0,15561.0,6,5.0,0,0
37.0,87018.0,604.0,7251.0,2,7.0,1,1
,183419.0,719.0,49243.0,15,2.0,1,1
54.0,150202.0,585.0,40015.0,8,12.0,1,1
40.0,121731.0,779.0,25074.0,20,9.0,0,0
52.0,100613.0,576.0,31773.0,27,4.0,0,0
33.0,49502.0,,8715.0,22,2.0,1,1
54.0,135941.0,524.0,29159.0,18,5.0,1,1
60.0,82977.0,753.0,42592.0,2,7.0,0,1
,175580.0,642.0,35985.0,15,13.0,0,0
66.0,148979.0,789.0,22568.0,21,6.0,1,0
55.0,85222.0,630.0,31409.0,8,1.0,1,1
26.0,70864.0,591.0,20210.0,9,5.0,1,0
43.0,137354.0,796.0,36509.0,9,2.0,1,1
21.0,94570.0,656.0,6036.0,6,5.0,0,0
57.0,132093.0,653.0,25235.0,9,11.0,1,0
31.0,42895.0,431.0,41155.0,27,14.0,0,0
37.0,176064.0,578.0,10719.0,7,8.0,1,0
35.0,195686.0,352.0,22591.0,23,3.0,1,1
29.0,,750.0,36980.0,6,5.0,0,1
29.0,112818.0,775.0,6353.0,22,14.0,1,1
29.0,50066.0,457.0,27250.0,17,2.0,1,0
30.0,138681.0,683.0,24309.0,27,6.0,0,0
31.0,73490.0,584.0,14890.0,10,7.0,1,0
66.0,180867.0,591.0,37849.0,11,11.0,0,0
38.0,141923.0,310.0,21966.0,25,12.0,0,1
42.0,125555.0,371.0,44774.0,27,13.0,1,1
25.0,190420.0,469.0,26404.0,11,10.0,1,1
69.0,191516.0,304.0,46302.0,22,5.0,0,1
68.0,78674.0,827.0,7503.0,3,6.0,1,1
52.0,181003.0,644.0,25558.0,26,4.0,0,1
,150386.0,722.0,41332.0,2,5.0,0,0
22.0,47478.0,368.0,21479.0,29,4.0,0,1
54.0,140472.0,445.0,6957.0,22,3.0,1,0
19.0,145967.0,728.0,34830.0,12,12.0,1,1
43.0,166747.0,695.0,25590.0,4,6.0,1,0
64.0,68418.0,313.0,8016.0,17,14.0,0,0
32.0,125805.0,633.0,49171.0,18,2.0,1,0
52.0,59572.0,541.0,48755.0,25,6.0,1,1
67.0,44293.0,,38184.0,16,7.0,1,1
67.0,52778.0,844.0,38512.0,24,4.0,0,0
32.0,166281.0,377.0,32006.0,18,12.0,1,1
42.0,98723.0,,20932.0,25,8.0,1,1
22.0,199594.0,575.0,47206.0,4,3.0,1,1
52.0,50277.0,381.0,31603.0,9,10.0,0,0
63.0,142851.0,722.0,20776.0,27,11.0,0,1
19.0,40525.0,,,3,5.0,1,0
52.0,,571.0,6465.0,13,11.0,1,1
62.0,59305.0,490.0,32875.0,20,9.0,1,0
38.0,42835.0,672.0,23822.0,3,12.0,1,0
69.0,61898.0,,49149.0,25,9.0,0,1
50.0,,798.0,30584.0,3,12.0,0,0
60.0,155897.0,552.0,5243.0,1,13.0,1,1
36.0,196453.0,343.0,26448.0,18,10.0,0,0
25.0,57213.0,426.0,25628.0,17,6.0,0,1
69.0,30499.0,585.0,44048.0,3,14.0,0,1
69.0,148923.0,429.0,23375.0,11,10.0,0,1
65.0,59468.0,412.0,16316.0,10,3.0,0,1
32.0,159877.0,507.0,29897.0,29,3.0,0,1
,131493.0,468.0,49518.0,22,4.0,0,1
22.0,133219.0,560.0,18572.0,13,1.0,1,1
56.0,108948.0,487.0,30427.0,23,4.0,0,0
31.0,158848.0,586.0,23008.0,9,8.0,1,0
37.0,115087.0,329.0,31378.0,5,8.0,1,0
33.0,48564.0,627.0,5195.0,12,11.0,1,0
31.0,132349.0,484.0,25550.0,28,7.0,0,1
45.0,136033.0,519.0,16266.0,10,10.0,0,1
50.0,77654.0,,37788.0,8,14.0,1,0
26.0,122952.0,512.0,34381.0,18,4.0,0,1
48.0,168777.0,817.0,27270.0,25,11.0,0,0
53.0,170484.0,650.0,38468.0,5,6.0,1,0
28.0,77677.0,636.0,22403.0,18,11.0,1,0
24.0,65907.0,778.0,42352.0,22,6.0,0,0
42.0,58422.0,707.0,43212.0,29,2.0,0,0
20.0,86108.0,494.0,30255.0,16,12.0,1,0
22.0,168177.0,619.0,,12,13.0,0,1
58.0,43638.0,430.0,28299.0,2,2.0,1,1
49.0,52978.0,558.0,10889.0,15,9.0,0,0
27.0,188174.0,690.0,33023.0,5,7.0,0,1
57.0,56870.0,486.0,19122.0,28,5.0,1,0
62.0,79417.0,671.0,30878.0,7,7.0,1,0
47.0,132422.0,473.0,18517.0,19,9.0,0,1
67.0,62968.0,496.0,43958.0,13,6.0,0,0
,179120.0,707.0,40945.0,16,10.0,0,0
44.0,110133.0,781.0,35633.0,18,8.0,0,0
64.0,57164.0,576.0,33515.0,7,12.0,1,0
66.0,144365.0,712.0,25052.0,19,12.0,0,1
36.0,46815.0,623.0,,29,12.0,1,0
47.0,72377.0,531.0,16131.0,16,5.0,0,0
41.0,48674.0,368.0,40191.0,27,12.0,1,0
29.0,68306.0,770.0,28278.0,23,7.0,0,1
31.0,63670.0,420.0,17904.0,12,2.0,0,1
32.0,123356.0,572.0,30856.0,4,1.0,0,1
56.0,112831.0,658.0,12566.0,19,5.0,1,0
50.0,186489.0,636.0,33530.0,15,5.0,0,1
67.0,167126.0,799.0,30664.0,11,1.0,0,0
58.0,145930.0,500.0,,26,7.0,0,1
21.0,61254.0,538.0,22848.0,2,8.0,0,1
56.0,158636.0,616.0,38037.0,23,11.0,1,0
54.0,88621.0,733.0,23046.0,10,9.0,0,0
46.0,115088.0,559.0,36051.0,14,8.0,1,0
57.0,199116.0,824.0,29183.0,24,3.0,0,1
,74525.0,499.0,48929.0,13,12.0,0,0
57.0,80471.0,477.0,,22,2.0,1,0
34.0,98566.0,830.0,18197.0,21,4.0,1,0
68.0,192100.0,546.0,12024.0,26,13.0,0,1
26.0,90411.0,452.0,5804.0,27,4.0,1,0
49.0,45657.0,342.0,9661.0,22,9.0,0,1
47.0,88231.0,318.0,36353.0,13,7.0,0,0
69.0,30147.0,378.0,6727.0,8,1.0,1,0
69.0,87962.0,401.0,40109.0,22,2.0,1,1
18.0,,365.0,6466.0,26,2.0,1,1
50.0,,569.0,33044.0,16,11.0,0,1
67.0,59765.0,759.0,,29,12.0,1,1
53.0,66818.0,840.0,40324.0,11,9.0,0,0
55.0,161085.0,614.0,30169.0,11,1.0,1,0
50.0,47308.0,382.0,8153.0,23,8.0,1,1
62.0,115454.0,646.0,21938.0,2,7.0,0,1
18.0,192633.0,811.0,49096.0,23,6.0,1,0
,47359.0,741.0,36594.0,3,6.0,0,0
19.0,130009.0,729.0,45109.0,12,9.0,1,0
19.0,168842.0,471.0,31686.0,27,4.0,0,0
35.0,64231.0,343.0,26589.0,23,13.0,0,1
19.0,198064.0,836.0,39547.0,17,10.0,0,0
18.0,82531.0,842.0,6870.0,23,6.0,0,1
34.0,91400.0,303.0,47093.0,19,13.0,1,1
44.0,,772.0,18750.0,26,11.0,0,0
66.0,198794.0,616.0,5059.0,19,10.0,1,1
55.0,88899.0,624.0,22728.0,1,9.0,0,1
34.0,77141.0,572.0,39154.0,9,3.0,0,1
20.0,166373.0,797.0,38590.0,19,3.0,0,1
26.0,162449.0,588.0,43754.0,27,14.0,1,0
55.0,184553.0,500.0,49524.0,22,12.0,0,0
53.0,131127.0,699.0,27435.0,28,3.0,0,0
36.0,63141.0,565.0,37876.0,25,2.0,0,0
20.0,186072.0,604.0,46398.0,28,7.0,0,1
57.0,187250.0,358.0,29527.0,25,1.0,1,0
45.0,51951.0,496.0,13394.0,24,7.0,0,0
62.0,84173.0,361.0,26608.0,16,10.0,1,0
22.0,109166.0,795.0,44542.0,10,4.0,0,0
19.0,181382.0,785.0,11657.0,11,7.0,0,1
24.0,,570.0,9352.0,1,9.0,1,1
59.0,115821.0,630.0,34680.0,15,1.0,1,1
53.0,113182.0,638.0,41147.0,15,2.0,0,1
55.0,176456.0,570.0,48118.0,22,10.0,1,0
42.0,76941.0,490.0,26624.0,7,1.0,0,0
31.0,83544.0,460.0,19182.0,18,10.0,0,0
68.0,94581.0,737.0,24699.0,17,3.0,0,1
41.0,54131.0,739.0,18390.0,9,14.0,0,1
52.0,180557.0,577.0,45063.0,24,4.0,1,0
63.0,32419.0,749.0,30078.0,28,11.0,0,1
19.0,105357.0,491.0,42616.0,13,2.0,1,1
54.0,127947.0,366.0,10226.0,16,7.0,0,0
59.0,91263.0,619.0,27510.0,12,7.0,1,0
32.0,34533.0,338.0,49057.0,10,10.0,0,0
51.0,31840.0,534.0,5712.0,27,3.0,1,0
34.0,120920.0,745.0,25672.0,28,12.0,1,1
53.0,112379.0,558.0,36440.0,6,5.0,1,1
31.0,159647.0,377.0,39563.0,10,,0,0
18.0,182861.0,706.0,42204.0,5,11.0,1,0
33.0,57003.0,708.0,45202.0,26,9.0,0,1
50.0,49530.0,442.0,18678.0,17,13.0,0,1
45.0,115932.0,588.0,21898.0,14,4.0,0,1
30.0,91532.0,636.0,49945.0,6,4.0,0,1
32.0,70723.0,358.0,40136.0,23,11.0,1,1
18.0,47444.0,412.0,42634.0,14,2.0,1,1
66.0,40353.0,695.0,35237.0,4,11.0,1,0
42.0,80104.0,499.0,21529.0,29,12.0,0,1
42.0,128160.0,750.0,15394.0,8,12.0,1,0
57.0,191799.0,781.0,37868.0,25,12.0,1,1
47.0,,468.0,5552.0,14,9.0,0,1
61.0,45549.0,774.0,19166.0,22,10.0,1,0
23.0,165265.0,445.0,15417.0,11,11.0,1,0
38.0,184965.0,848.0,48043.0,1,6.0,1,1
54.0,115907.0,354.0,23826.0,21,8.0,0,0
36.0,89102.0,839.0,30546.0,11,1.0,1,0
68.0,184457.0,815.0,20014.0,5,6.0,0,0
60.0,114861.0,799.0,14240.0,24,10.0,1,1
29.0,164868.0,567.0,41663.0,26,7.0,1,0
49.0,91998.0,820.0,17679.0,1,2.0,0,0
43.0,158473.0,535.0,45955.0,2,14.0,1,0
21.0,135439.0,350.0,46306.0,7,,0,0
64.0,134622.0,831.0,17231.0,16,12.0,0,0
39.0,30074.0,656.0,48231.0,19,8.0,1,0
33.0,73851.0,361.0,46196.0,3,4.0,1,0
59.0,178645.0,530.0,8131.0,7,9.0,1,1
,85652.0,642.0,28149.0,4,2.0,1,1
23.0,195921.0,720.0,10539.0,29,3.0,0,0
20.0,180567.0,435.0,30933.0,22,10.0,1,0
41.0,146018.0,470.0,16815.0,26,14.0,0,1
44.0,76949.0,355.0,30687.0,1,7.0,0,0
21.0,169735.0,644.0,35303.0,24,9.0,1,1
47.0,168803.0,464.0,31031.0,14,13.0,1,0
46.0,94498.0,745.0,40185.0,28,2.0,0,0
52.0,198118.0,694.0,46525.0,9,11.0,0,1
52.0,100013.0,836.0,18611.0,26,6.0,0,0
46.0,32838.0,456.0,43726.0,15,4.0,1,0
53.0,121386.0,607.0,45275.0,22,13.0,1,0
52.0,143860.0,370.0,46366.0,27,9.0,1,1
45.0,118900.0,564.0,13138.0,21,4.0,0,1
35.0,115033.0,405.0,30631.0,29,5.0,1,0
69.0,166293.0,460.0,20601.0,13,8.0,1,1
50.0,37510.0,826.0,14692.0,13,8.0,1,1
28.0,105703.0,564.0,17698.0,16,13.0,1,0
22.0,66937.0,363.0,9153.0,17,6.0,0,0
35.0,67218.0,558.0,37252.0,18,3.0,1,1
36.0,121249.0,,21421.0,8,4.0,1,0
25.0,47910.0,817.0,6357.0,29,4.0,0,1
,59502.0,332.0,32589.0,9,5.0,1,1
30.0,167727.0,,22973.0,6,12.0,0,0
60.0,191209.0,307.0,29920.0,1,13.0,1,1
64.0,57552.0,331.0,44433.0,19,1.0,0,0
28.0,88356.0,535.0,31691.0,29,13.0,0,0
46.0,,444.0,10806.0,18,3.0,1,1
65.0,188343.0,435.0,43447.0,4,3.0,0,0
55.0,70641.0,483.0,30528.0,28,6.0,1,1
36.0,53785.0,730.0,6969.0,3,12.0,1,0
38.0,140607.0,732.0,49616.0,8,6.0,1,0
28.0,116515.0,787.0,39509.0,26,11.0,0,1
18.0,63644.0,580.0,36330.0,25,9.0,1,1
68.0,157774.0,349.0,16757.0,29,3.0,1,1
40.0,74004.0,473.0,49383.0,29,1.0,1,1
22.0,,455.0,7680.0,27,7.0,1,0
64.0,142161.0,505.0,45907.0,6,14.0,0,1
49.0,55060.0,564.0,37534.0,13,3.0,1,1
35.0,166544.0,453.0,9006.0,21,12.0,1,0
49.0,93754.0,345.0,11125.0,19,3.0,0,1
23.0,83602.0,737.0,31819.0,18,8.0,1,1
55.0,37607.0,795.0,48199.0,6,7.0,0,1
24.0,169299.0,340.0,8620.0,3,10.0,0,1
66.0,64475.0,324.0,9434.0,21,2.0,0,0
29.0,146596.0,372.0,45267.0,18,9.0,0,0
63.0,174838.0,768.0,38837.0,15,14.0,1,0
,70993.0,,16195.0,24,3.0,1,1
20.0,163888.0,824.0,19041.0,10,10.0,1,0
19.0,91676.0,617.0,22317.0,27,5.0,1,1
68.0,196580.0,689.0,38033.0,10,6.0,0,0
58.0,86445.0,759.0,44818.0,6,14.0,0,1
42.0,159918.0,719.0,8948.0,1,2.0,1,1
68.0,186420.0,327.0,9818.0,1,11.0,0,0
27.0,40929.0,481.0,6230.0,17,6.0,0,1
36.0,49031.0,671.0,16247.0,12,13.0,0,1
49.0,82360.0,571.0,5757.0,15,3.0,0,0
61.0,105830.0,764.0,42263.0,26,3.0,0,1
58.0,122113.0,484.0,9502.0,19,9.0,0,0
46.0,167129.0,795.0,37531.0,16,4.0,1,0
65.0,159453.0,532.0,36068.0,26,2.0,1,1
54.0,53570.0,649.0,33357.0,8,13.0,0,0
38.0,65758.0,719.0,11156.0,16,8.0,0,1
60.0,78102.0,624.0,24659.0,2,10.0,1,0
34.0,71577.0,832.0,44655.0,25,2.0,0,1
51.0,198049.0,575.0,33686.0,4,9.0,1,1
65.0,134853.0,401.0,19921.0,28,8.0,1,1
69.0,60725.0,563.0,40460.0,27,2.0,1,1
50.0,166884.0,713.0,36855.0,8,5.0,1,0
38.0,178121.0,578.0,11097.0,15,13.0,0,1
64.0,166559.0,364.0,14873.0,28,1.0,0,1
25.0,168220.0,457.0,26590.0,13,2.0,1,1
53.0,45077.0,469.0,29827.0,24,12.0,1,0
,137407.0,793.0,19847.0,15,8.0,0,1
58.0,194662.0,330.0,44207.0,2,1.0,1,0
38.0,97185.0,350.0,28620.0,2,,1,0
,185859.0,728.0,34159.0,16,3.0,1,0
39.0,146615.0,509.0,37675.0,16,8.0,1,0
67.0,133539.0,499.0,27374.0,12,1.0,1,0
40.0,98899.0,672.0,9303.0,2,14.0,1,1
55.0,53702.0,485.0,38992.0,17,1.0,0,0
60.0,140965.0,485.0,49870.0,10,2.0,1,1
54.0,48575.0,525.0,35912.0,16,12.0,1,0
65.0,37363.0,495.0,41106.0,14,14.0,0,1
68.0,42773.0,520.0,39000.0,28,12.0,0,0
36.0,73965.0,406.0,14127.0,19,11.0,1,1
54.0,191347.0,731.0,31600.0,2,3.0,0,1
65.0,68530.0,784.0,35402.0,15,12.0,1,1
27.0,168203.0,717.0,12103.0,25,4.0,0,0
37.0,39134.0,444.0,35352.0,8,14.0,0,1
58.0,47138.0,798.0,15410.0,1,7.0,0,0
68.0,123178.0,619.0,5934.0,11,11.0,0,0
38.0,83001.0,331.0,30367.0,13,13.0,1,0
26.0,107355.0,473.0,21193.0,16,9.0,1,1
26.0,176268.0,746.0,20842.0,6,14.0,1,1
59.0,35971.0,574.0,24324.0,7,12.0,1,1
55.0,126020.0,757.0,24291.0,26,10.0,1,1
57.0,41072.0,401.0,17066.0,3,8.0,1,0
69.0,197128.0,657.0,42726.0,13,11.0,0,0
52.0,183799.0,419.0,22388.0,15,5.0,0,0
43.0,81747.0,416.0,40496.0,17,7.0,0,1
67.0,149861.0,694.0,7895.0,9,8.0,1,0
,177484.0,603.0,28208.0,8,10.0,1,1
45.0,,810.0,39247.0,2,13.0,1,1
61.0,146929.0,414.0,8934.0,18,5.0,1,1
27.0,112357.0,582.0,25128.0,15,6.0,1,0
64.0,50001.0,553.0,12275.0,19,6.0,0,0
21.0,75856.0,611.0,18539.0,27,5.0,0,0
68.0,190677.0,500.0,39308.0,9,8.0,0,1
48.0,47280.0,327.0,39894.0,8,3.0,1,1
65.0,76224.0,788.0,44641.0,9,4.0,0,0
67.0,162504.0,429.0,20844.0,28,10.0,0,1
62.0,46964.0,454.0,25364.0,25,13.0,0,0
30.0,189971.0,402.0,32468.0,6,9.0,1,1
18.0,146949.0,468.0,6947.0,11,3.0,0,1
49.0,193084.0,351.0,42135.0,14,4.0,0,1
43.0,133979.0,793.0,9086.0,29,8.0,1,1
59.0,38754.0,595.0,,28,6.0,1,0
,121373.0,718.0,,19,9.0,1,1
44.0,93440.0,387.0,23528.0,20,11.0,1,1
61.0,128648.0,626.0,46524.0,17,7.0,1,0
30.0,122384.0,809.0,45856.0,11,10.0,0,1
36.0,63093.0,,32125.0,13,4.0,1,1
34.0,39876.0,588.0,13858.0,22,14.0,1,0
40.0,,475.0,41847.0,5,9.0,1,1
28.0,146181.0,411.0,12237.0,1,9.0,1,1
37.0,81429.0,754.0,5520.0,8,5.0,0,1
68.0,47276.0,389.0,9580.0,25,2.0,1,0
62.0,77645.0,417.0,25283.0,11,12.0,1,1
,109932.0,713.0,44845.0,11,5.0,1,0
56.0,126599.0,848.0,16483.0,5,12.0,0,0
34.0,129066.0,536.0,39224.0,20,10.0,1,0
23.0,119619.0,610.0,14906.0,1,3.0,0,0
19.0,80545.0,362.0,41826.0,23,2.0,1,1
28.0,58210.0,,49989.0,10,13.0,0,1
57.0,87176.0,834.0,7929.0,27,9.0,0,0
51.0,72113.0,352.0,6148.0,24,13.0,0,0
28.0,167204.0,622.0,5084.0,6,9.0,0,1
54.0,174131.0,532.0,5074.0,1,1.0,1,1
22.0,168964.0,793.0,43536.0,29,13.0,0,1
61.0,55644.0,384.0,48748.0,11,14.0,1,1
26.0,138823.0,515.0,,6,6.0,0,0
64.0,92166.0,383.0,40270.0,24,5.0,1,1
41.0,66970.0,521.0,6625.0,27,7.0,1,0
69.0,,657.0,11109.0,7,5.0,1,1
44.0,106721.0,349.0,23792.0,4,12.0,0,1
53.0,108587.0,493.0,41848.0,26,6.0,1,1
67.0,117981.0,,15368.0,22,6.0,1,1
45.0,176872.0,601.0,27017.0,16,12.0,0,0
,154783.0,492.0,31585.0,11,3.0,0,1
33.0,145426.0,411.0,42391.0,10,1.0,0,1
58.0,192886.0,796.0,31323.0,29,9.0,1,0
52.0,79958.0,562.0,13398.0,1,5.0,1,0
61.0,113438.0,514.0,32522.0,10,12.0,0,1
33.0,187701.0,332.0,5657.0,3,7.0,0,1
64.0,141816.0,697.0,39032.0,22,13.0,1,0
54.0,61270.0,684.0,17344.0,8,9.0,1,0
55.0,146289.0,387.0,15708.0,16,2.0,1,1
35.0,37748.0,671.0,16993.0,10,9.0,0,1
68.0,65279.0,665.0,48297.0,2,6.0,0,0
39.0,,765.0,17130.0,13,13.0,0,0
65.0,171412.0,401.0,20644.0,8,11.0,1,1
64.0,93690.0,597.0,31001.0,27,11.0,1,0
33.0,148225.0,579.0,27731.0,24,6.0,0,1
,43755.0,341.0,25998.0,2,2.0,0,1
25.0,87195.0,417.0,19628.0,2,14.0,0,1
23.0,192564.0,494.0,35116.0,5,12.0,0,0
30.0,40627.0,318.0,19333.0,19,7.0,0,0
45.0,65179.0,646.0,13640.0,21,6.0,1,0
22.0,189067.0,665.0,46876.0,4,13.0,0,1
,160054.0,478.0,19111.0,21,10.0,0,1
33.0,197913.0,644.0,16983.0,27,9.0,1,1
29.0,85794.0,442.0,35454.0,14,3.0,0,1
45.0,185233.0,646.0,12354.0,16,8.0,1,0
31.0,65455.0,411.0,8954.0,4,11.0,0,0
48.0,66191.0,337.0,49862.0,15,2.0,0,0
48.0,34033.0,690.0,49975.0,8,13.0,0,0
57.0,153860.0,347.0,25917.0,3,6.0,1,1
57.0,70864.0,783.0,48595.0,11,10.0,1,1
21.0,147825.0,396.0,47198.0,11,6.0,1,1
34.0,98151.0,639.0,47557.0,23,12.0,1,0
25.0,181053.0,377.0,5169.0,24,9.0,1,1
23.0,165202.0,779.0,41050.0,2,11.0,1,1
46.0,65952.0,817.0,25092.0,25,10.0,1,0
47.0,155440.0,774.0,23199.0,8,9.0,1,1
68.0,140934.0,690.0,31448.0,26,6.0,1,1
33.0,,655.0,44978.0,23,6.0,0,0
23.0,55224.0,587.0,41300.0,6,8.0,0,0
18.0,117905.0,,16952.0,24,7.0,1,0
20.0,168349.0,436.0,35935.0,17,7.0,0,1
54.0,105160.0,611.0,17532.0,17,9.0,0,1
37.0,140450.0,,33768.0,26,8.0,0,1
58.0,162033.0,535.0,44287.0,23,10.0,0,1
41.0,48044.0,339.0,45073.0,5,2.0,0,0
24.0,71655.0,586.0,20411.0,11,13.0,0,0
65.0,184142.0,785.0,45873.0,2,6.0,1,1
68.0,166041.0,,21421.0,13,11.0,0,1
40.0,160839.0,693.0,16622.0,29,,1,0
29.0,119056.0,655.0,48710.0,17,4.0,0,1
49.0,45446.0,760.0,36441.0,19,8.0,1,0
42.0,65402.0,775.0,36688.0,11,2.0,1,1
66.0,174918.0,561.0,28291.0,29,13.0,0,0
37.0,136845.0,689.0,40531.0,8,9.0,0,0
28.0,137971.0,786.0,19753.0,6,3.0,0,0
21.0,129572.0,454.0,19920.0,10,11.0,1,0
30.0,110312.0,688.0,36859.0,20,12.0,1,1
58.0,173428.0,449.0,48739.0,20,11.0,0,1
69.0,46560.0,691.0,11536.0,10,13.0,0,1
32.0,165050.0,658.0,22288.0,4,9.0,1,0
45.0,100209.0,641.0,23805.0,7,12.0,1,0
66.0,94143.0,366.0,33420.0,9,7.0,0,1
,44386.0,810.0,40764.0,25,7.0,1,1
39.0,61873.0,568.0,37167.0,25,3.0,1,1
,41587.0,503.0,11490.0,18,4.0,0,1
61.0,184110.0,803.0,26427.0,16,7.0,0,1
45.0,154117.0,467.0,9861.0,12,8.0,1,0
46.0,61927.0,459.0,40757.0,5,1.0,0,1
18.0,91631.0,594.0,17646.0,26,1.0,1,0
32.0,86922.0,543.0,44472.0,6,3.0,1,0
67.0,131791.0,774.0,29248.0,22,13.0,0,0
,98456.0,455.0,40715.0,6,1.0,1,1
52.0,98073.0,589.0,39065.0,6,5.0,1,1
62.0,93417.0,534.0,9588.0,23,2.0,1,0
,195943.0,707.0,27842.0,19,2.0,0,0
20.0,130556.0,697.0,24017.0,1,7.0,1,1
44.0,44310.0,824.0,24577.0,6,9.0,0,1
34.0,45835.0,606.0,13525.0,23,10.0,1,0
63.0,131728.0,667.0,37636.0,1,4.0,0,1
47.0,109496.0,352.0,11982.0,28,10.0,1,0
,85428.0,584.0,47077.0,14,11.0,1,0
35.0,163534.0,475.0,38443.0,3,11.0,0,1
,172111.0,571.0,45833.0,29,5.0,1,0
66.0,61131.0,499.0,33747.0,24,4.0,0,0
57.0,134992.0,813.0,6673.0,25,8.0,0,0
23.0,,607.0,21168.0,14,8.0,0,1
69.0,43253.0,588.0,27381.0,12,7.0,1,0
26.0,47825.0,777.0,44994.0,19,5.0,1,0
65.0,,793.0,36905.0,20,9.0,1,1
49.0,174097.0,719.0,46960.0,7,6.0,1,0
25.0,60166.0,,35446.0,17,1.0,1,0
,,432.0,41169.0,25,2.0,0,1
44.0,104003.0,541.0,24994.0,17,12.0,1,1
49.0,133692.0,492.0,27683.0,1,2.0,1,0
27.0,171037.0,637.0,31453.0,28,3.0,1,1
21.0,41169.0,,42287.0,17,9.0,0,1
64.0,182267.0,554.0,38201.0,10,9.0,0,0
65.0,185753.0,512.0,5083.0,11,4.0,0,1
45.0,159491.0,828.0,30339.0,15,13.0,1,0
39.0,174419.0,372.0,18205.0,16,5.0,1,1
32.0,188901.0,390.0,16891.0,18,10.0,0,1
31.0,81812.0,644.0,30549.0,10,8.0,1,0
26.0,121964.0,782.0,32099.0,11,3.0,0,1
44.0,185618.0,583.0,42434.0,20,4.0,1,1
60.0,112326.0,367.0,36973.0,13,12.0,1,0
49.0,167164.0,528.0,27803.0,19,11.0,1,0
49.0,113021.0,,34069.0,13,13.0,0,1
45.0,108921.0,811.0,20179.0,25,3.0,0,1
20.0,87032.0,662.0,41319.0,6,3.0,0,1
47.0,127602.0,639.0,39270.0,2,3.0,0,0
51.0,177768.0,523.0,46355.0,14,13.0,1,0
21.0,81474.0,354.0,13931.0,1,6.0,0,1
59.0,155861.0,529.0,19133.0,13,6.0,0,0
39.0,102458.0,498.0,38355.0,26,6.0,1,1
43.0,175257.0,771.0,19048.0,9,3.0,1,1
61.0,106886.0,500.0,17023.0,4,4.0,1,1
62.0,167720.0,717.0,41613.0,21,11.0,1,0
48.0,102407.0,700.0,35285.0,13,5.0,0,1
59.0,189150.0,379.0,25802.0,10,1.0,1,0
52.0,199991.0,484.0,11037.0,8,3.0,0,0
69.0,51095.0,645.0,11442.0,5,4.0,0,0
58.0,42212.0,534.0,8937.0,14,12.0,0,0
22.0,109394.0,438.0,30024.0,11,4.0,1,0
18.0,110261.0,779.0,49841.0,5,12.0,0,0
41.0,122941.0,574.0,18934.0,14,1.0,1,1
34.0,100228.0,463.0,29377.0,8,5.0,1,1
31.0,121883.0,348.0,23512.0,2,3.0,0,1
43.0,175547.0,662.0,11366.0,12,4.0,1,0
20.0,149399.0,755.0,16936.0,6,14.0,0,0
26.0,146345.0,484.0,12678.0,26,6.0,0,1
26.0,74100.0,721.0,30482.0,25,3.0,0,1
22.0,173056.0,490.0,21097.0,6,10.0,0,1
67.0,81132.0,385.0,31339.0,3,12.0,0,1
55.0,122273.0,415.0,9004.0,22,14.0,1,0
64.0,155859.0,655.0,5541.0,19,9.0,0,0
55.0,115758.0,734.0,32616.0,6,5.0,1,0
61.0,92965.0,785.0,21425.0,26,5.0,0,0
50.0,147682.0,,48340.0,19,5.0,0,0
63.0,109016.0,399.0,25971.0,21,4.0,1,0
,114034.0,708.0,18030.0,14,11.0,1,1
64.0,,849.0,38946.0,14,4.0,1,1
55.0,155383.0,,43196.0,11,11.0,1,1
,152438.0,581.0,46421.0,22,7.0,0,1
68.0,73874.0,333.0,10498.0,9,5.0,1,1
18.0,84115.0,382.0,32224.0,1,2.0,1,0
47.0,129590.0,779.0,7373.0,7,1.0,0,0
47.0,60644.0,633.0,33262.0,8,6.0,0,1
39.0,99886.0,498.0,7645.0,4,2.0,0,0
30.0,175669.0,430.0,44504.0,15,11.0,1,0
66.0,93884.0,376.0,37031.0,29,1.0,0,0
57.0,190764.0,715.0,6125.0,27,1.0,1,0
